0.60634,-0.39366,0.0057589,0.16732,0.041359,0.20337,0.20325,0.14453,2.5724,0.38879,1.2147,4.9201,5.9766,6.919,3.6238,4.1953,0.011717,0.20483,0.27551,0.033947
0.58238,-0.41762,0.0070566,0.15611,0.036829,0.19191,0.19185,0.13389,2.4787,0.42854,1.2289,5.2125,6.4057,7.4687,3.7306,4.3496,0.0083923,0.14935,0.2284,0.02986
0.635,-0.365,-0.010272,0.10362,0.017754,0.13324,0.13351,0.086818,4.9562,0.84637,1.2884,7.4903,9.6504,11.518,6.128,7.3142,0.0085876,0.23497,0.30604,0.03845
0.50509,-0.49491,-0.0041195,0.14498,0.032592,0.18053,0.1804,0.12464,3.039,0.077896,1.2443,5.5433,6.8974,8.0229,3.4838,4.0523,0.0071168,0.17584,0.26665,0.040182
0.49187,-0.50813,0.0045612,0.15931,0.036296,0.19051,0.19038,0.13917,2.3314,0.12359,1.195,5.2527,6.2772,7.1853,3.0876,3.5342,0.0112,0.21598,0.28428,0.034169
0.55465,-0.44535,0.00062866,0.13099,0.024692,0.15714,0.15698,0.11491,2.8351,0.36445,1.1984,6.3702,7.6343,8.7023,4.2344,4.8267,0.0097472,0.2347,0.30218,0.036229
0.5474,-0.4526,-0.0066256,0.16206,0.039016,0.19752,0.19744,0.14072,2.6927,0.43162,1.2183,5.0649,6.1706,7.1066,3.3778,3.8901,0.010029,0.1804,0.25858,0.034319
0.61796,-0.38204,0.005428,0.15443,0.038205,0.19546,0.19534,0.12871,2.9499,0.51359,1.2649,5.1193,6.4754,7.7694,4.0015,4.8012,0.01173,0.21742,0.28562,0.034305
0.51997,-0.48003,-0.002049,0.1402,0.03144,0.17731,0.17715,0.1173,3.0799,0.32691,1.2635,5.645,7.1326,8.5248,3.7088,4.4326,0.010284,0.20553,0.27311,0.032345
0.66009,-0.33991,0.00059325,0.13949,0.030495,0.17463,0.17446,0.1174,2.9684,0.58929,1.2507,5.7321,7.169,8.5177,4.7322,5.6224,0.0095821,0.19152,0.26665,0.034419
0.5294,-0.4706,-0.0017166,0.15865,0.039206,0.198,0.19781,0.13424,2.8009,0.56138,1.2469,5.0553,6.3034,7.4493,3.337,3.9436,0.010073,0.1939,0.26635,0.033342
0.5726,-0.4274,-0.00084016,0.1573,0.038097,0.19518,0.19499,0.13415,2.7652,0.48599,1.2396,5.1285,6.3571,7.4544,3.6401,4.2684,0.010984,0.21059,0.2826,0.035516
0.61936,-0.38064,0.0028533,0.11453,0.021986,0.14828,0.14816,0.096782,4.4119,0.63889,1.2936,6.7496,8.7315,10.332,5.408,6.3995,0.0091165,0.21865,0.28607,0.034027
0.45281,-0.54719,-0.002816,0.15969,0.039495,0.19873,0.19856,0.13516,2.5638,0.043058,1.2434,5.0364,6.2623,7.3987,2.8356,3.3502,0.0090766,0.17641,0.25381,0.0333
0.54054,-0.45946,-0.0035836,0.18049,0.044997,0.21213,0.21194,0.15955,2.1811,0.18539,1.1743,4.7182,5.5406,6.2675,2.9949,3.3878,0.0109,0.1945,0.27084,0.035524
0.48791,-0.51209,0.0021292,0.12493,0.023908,0.15462,0.15448,0.10809,2.9522,-0.053812,1.2365,6.4733,8.0044,9.2514,3.9054,4.5138,0.0096826,0.22182,0.28558,0.032355
0.51732,-0.48268,0.017657,0.20749,0.058552,0.24197,0.24238,0.18438,2.0832,-0.23084,1.1681,4.1258,4.8195,5.4236,2.4932,2.8057,0.0083634,0.11593,0.19225,0.023522
0.61615,-0.38385,-0.022544,0.1423,0.030173,0.1737,0.17499,0.12288,3.1925,0.44754,1.2297,5.7146,7.0275,8.1379,4.33,5.0142,0.010452,0.21557,0.28821,0.036592
0.56484,-0.43516,0.0085172,0.11492,0.0224,0.14967,0.14976,0.095709,4.1577,0.57346,1.3032,6.6774,8.7021,10.448,4.9153,5.9017,0.0066971,0.14836,0.22837,0.030143
0.67559,-0.32441,-0.0081279,0.11053,0.01729,0.13149,0.13161,0.0995,3.9947,0.35394,1.1907,7.5982,9.047,10.05,6.1121,6.7899,0.0077058,0.24088,0.3143,0.040763
0.50125,-0.49875,0.023527,0.14971,0.034883,0.18677,0.18806,0.12611,2.8254,0.07502,1.2562,5.3174,6.6795,7.9296,3.3481,3.9747,0.0082672,0.14372,0.22401,0.029526
0.64313,-0.35687,-0.0033125,0.11631,0.022687,0.15062,0.15051,0.096106,3.6734,0.55066,1.294,6.6442,8.5979,10.405,5.5295,6.6919,0.0096567,0.23569,0.30691,0.03864
0.53964,-0.46036,-0.0087962,0.14359,0.032686,0.18079,0.18082,0.12055,2.8199,0.12624,1.2593,5.5302,6.9641,8.2954,3.7581,4.4765,0.0082307,0.15376,0.23044,0.029461
0.64581,-0.35419,-0.0046539,0.10103,0.02258,0.15027,0.15019,0.076618,6.1509,1.0633,1.4865,6.6583,9.8976,13.052,6.392,8.429,0.0095416,0.23317,0.30013,0.03571
0.69606,-0.30394,0.0033717,0.11801,0.022621,0.1504,0.15029,0.10081,4.7058,1.0686,1.2735,6.6538,8.4737,9.9193,5.8982,6.9044,0.0068089,0.15268,0.2245,0.02709
0.63467,-0.36533,-0.0026522,0.093315,0.016202,0.12729,0.12719,0.076331,6.1346,1.0025,1.363,7.8623,10.716,13.101,6.8014,8.3147,0.007947,0.2274,0.2955,0.03561
0.59349,-0.40651,0.0014631,0.17668,0.045196,0.21259,0.21239,0.154,2.4196,0.46936,1.2021,4.7084,5.66,6.4937,3.3592,3.854,0.010257,0.17204,0.2507,0.033253
0.56912,-0.43088,0.007343,0.15017,0.034596,0.186,0.18596,0.12843,2.9841,0.31985,1.2383,5.3776,6.6592,7.7864,3.7899,4.4314,0.010669,0.21231,0.28372,0.035421
